subject,sentence_type,trial_type,violation_type,violation_position,condition,error_rate
9,objrel_nounpp,Acceptable,NaN,other,SSS,0.5
9,objrel_nounpp,Acceptable,V1,inner,PPP,
9,objrel_nounpp,Acceptable,V1,inner,PPS,
9,objrel_nounpp,Acceptable,V1,inner,PSP,
9,objrel_nounpp,Acceptable,V1,inner,PSS,
9,objrel_nounpp,Acceptable,V1,inner,SPP,
9,objrel_nounpp,Acceptable,V1,inner,SPS,
9,objrel_nounpp,Acceptable,V1,inner,SSP,
9,objrel_nounpp,Acceptable,V1,inner,SSS,
9,objrel_nounpp,Acceptable,V2,outer,PPP,
9,objrel_nounpp,Acceptable,V2,outer,PPS,
9,objrel_nounpp,Acceptable,V2,outer,PSP,
9,objrel_nounpp,Acceptable,V2,outer,PSS,
9,objrel_nounpp,Acceptable,V2,outer,SPP,
9,objrel_nounpp,Acceptable,V2,outer,SPS,
9,objrel_nounpp,Acceptable,V2,outer,SSP,
9,objrel_nounpp,Acceptable,V2,outer,SSS,
9,objrel_nounpp,Filler,N1,other,PPP,1.0
9,objrel_nounpp,Filler,N1,other,PPS,
9,objrel_nounpp,Filler,N1,other,PSP,0.0
9,objrel_nounpp,Filler,N1,other,PSS,0.0
9,objrel_nounpp,Filler,N1,other,SPP,1.0
9,objrel_nounpp,Filler,N1,other,SPS,
9,objrel_nounpp,Filler,N1,other,SSP,
9,objrel_nounpp,Filler,N1,other,SSS,0.0
9,objrel_nounpp,Filler,N2,other,PPP,0.0
9,objrel_nounpp,Filler,N2,other,PPS,
9,objrel_nounpp,Filler,N2,other,PSP,0.0
9,objrel_nounpp,Filler,N2,other,PSS,
9,objrel_nounpp,Filler,N2,other,SPP,0.0
9,objrel_nounpp,Filler,N2,other,SPS,0.0
9,objrel_nounpp,Filler,N2,other,SSP,0.0
9,objrel_nounpp,Filler,N2,other,SSS,0.0
9,objrel_nounpp,Filler,NaN,other,PPP,
9,objrel_nounpp,Filler,NaN,other,PPS,
9,objrel_nounpp,Filler,NaN,other,PSP,
9,objrel_nounpp,Filler,NaN,other,PSS,
9,objrel_nounpp,Filler,NaN,other,SPP,
9,objrel_nounpp,Filler,NaN,other,SPS,
9,objrel_nounpp,Filler,NaN,other,SSP,
9,objrel_nounpp,Filler,NaN,other,SSS,
9,objrel_nounpp,Filler,V1,inner,PPP,0.0
9,objrel_nounpp,Filler,V1,inner,PPS,0.0
9,objrel_nounpp,Filler,V1,inner,PSP,0.0
9,objrel_nounpp,Filler,V1,inner,PSS,0.0
9,objrel_nounpp,Filler,V1,inner,SPP,0.0
9,objrel_nounpp,Filler,V1,inner,SPS,0.0
9,objrel_nounpp,Filler,V1,inner,SSP,0.0
9,objrel_nounpp,Filler,V1,inner,SSS,0.0
9,objrel_nounpp,Filler,V2,outer,PPP,0.0
9,objrel_nounpp,Filler,V2,outer,PPS,0.0
9,objrel_nounpp,Filler,V2,outer,PSP,0.0
9,objrel_nounpp,Filler,V2,outer,PSS,0.0
9,objrel_nounpp,Filler,V2,outer,SPP,0.0
9,objrel_nounpp,Filler,V2,outer,SPS,0.0
9,objrel_nounpp,Filler,V2,outer,SSP,0.0
9,objrel_nounpp,Filler,V2,outer,SSS,0.0
9,objrel_nounpp,Violation,N1,other,PPP,
9,objrel_nounpp,Violation,N1,other,PPS,
9,objrel_nounpp,Violation,N1,other,PSP,
9,objrel_nounpp,Violation,N1,other,PSS,
9,objrel_nounpp,Violation,N1,other,SPP,
9,objrel_nounpp,Violation,N1,other,SPS,
9,objrel_nounpp,Violation,N1,other,SSP,
9,objrel_nounpp,Violation,N1,other,SSS,
9,objrel_nounpp,Violation,N2,other,PPP,
9,objrel_nounpp,Violation,N2,other,PPS,
9,objrel_nounpp,Violation,N2,other,PSP,
9,objrel_nounpp,Violation,N2,other,PSS,
9,objrel_nounpp,Violation,N2,other,SPP,
9,objrel_nounpp,Violation,N2,other,SPS,
9,objrel_nounpp,Violation,N2,other,SSP,
9,objrel_nounpp,Violation,N2,other,SSS,
9,objrel_nounpp,Violation,NaN,other,PPP,
9,objrel_nounpp,Violation,NaN,other,PPS,
9,objrel_nounpp,Violation,NaN,other,PSP,
9,objrel_nounpp,Violation,NaN,other,PSS,
9,objrel_nounpp,Violation,NaN,other,SPP,
9,objrel_nounpp,Violation,NaN,other,SPS,
9,objrel_nounpp,Violation,NaN,other,SSP,
9,objrel_nounpp,Violation,NaN,other,SSS,
9,objrel_nounpp,Violation,V1,inner,PPP,0.0
9,objrel_nounpp,Violation,V1,inner,PPS,0.4
9,objrel_nounpp,Violation,V1,inner,PSP,0.4
9,objrel_nounpp,Violation,V1,inner,PSS,0.2
9,objrel_nounpp,Violation,V1,inner,SPP,0.2
9,objrel_nounpp,Violation,V1,inner,SPS,0.2
9,objrel_nounpp,Violation,V1,inner,SSP,0.2
9,objrel_nounpp,Violation,V1,inner,SSS,0.2
9,objrel_nounpp,Violation,V2,outer,PPP,0.4
9,objrel_nounpp,Violation,V2,outer,PPS,0.0
9,objrel_nounpp,Violation,V2,outer,PSP,0.4
9,objrel_nounpp,Violation,V2,outer,PSS,0.0
9,objrel_nounpp,Violation,V2,outer,SPP,0.0
9,objrel_nounpp,Violation,V2,outer,SPS,0.2
9,objrel_nounpp,Violation,V2,outer,SSP,0.0
9,objrel_nounpp,Violation,V2,outer,SSS,0.4
